,Team,Opp,Pts,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds
0,Carolina Panthers,@Atl,34.00,6.0,2,0,1,0,2,3,225,63,288
1,Kansas City Chiefs,SD,26.00,7.0,2,0,1,0,1,7,249,112,361
2,Seattle Seahawks,Stl,24.00,4.0,2,0,0,0,1,6,203,42,245
3,Dallas Cowboys,@Was,21.00,3.0,2,0,2,0,1,17,309,104,413
4,Pittsburgh Steelers,Cin,19.00,3.0,2,0,1,0,1,17,221,116,337
5,Denver Broncos,Oak,17.00,3.0,1,0,1,0,1,14,132,67,199
6,Green Bay Packers,Det,16.00,2.0,0,1,1,0,1,20,202,111,313
7,Baltimore Ravens,Cle,15.00,4.0,1,0,1,0,0,10,150,109,259
8,Jacksonville Jaguars,@Hou,14.00,3.0,1,0,1,0,1,23,235,123,358
9,Indianapolis Colts,@Ten,13.00,4.0,0,0,1,0,0,10,50,142,192
10,Chicago Bears,@Min,12.00,3.0,1,0,0,0,0,13,190,121,311
11,San Francisco 49ers,Ari,12.00,2.0,3,0,0,0,0,17,299,98,397
12,Buffalo Bills,@NE,11.00,4.0,0,0,0,0,0,9,144,116,260
13,Houston Texans,Jax,11.00,5.0,0,1,0,0,0,17,112,121,233
14,New Orleans Saints,@TB,11.00,3.0,1,1,0,0,0,20,97,183,280
15,Philadelphia Eagles,@NYG,11.00,0.0,1,0,0,1,1,26,429,76,505
16,St. Louis Rams,@Sea,11.00,3.0,1,0,1,0,0,20,222,132,354
17,New York Jets,@Mia,10.00,7.0,0,0,1,0,0,24,208,179,387
18,Minnesota Vikings,Chi,9.00,2.0,0,0,0,0,0,9,165,99,264
19,Oakland Raiders,@Den,9.00,1.0,0,0,1,0,1,47,309,142,451
20,Tampa Bay Buccaneers,NO,9.00,2.0,3,0,0,0,0,23,268,70,338
21,New England Patriots,Buf,8.00,2.0,0,0,1,0,0,17,164,104,268
22,San Diego Chargers,@KC,8.00,4.0,0,0,0,0,0,19,140,111,251
23,Cincinnati Bengals,@Pit,7.00,0.0,2,0,1,0,0,27,317,29,346
24,Detroit Lions,@GB,7.00,1.0,0,0,2,1,0,30,225,152,377
25,New York Giants,Phi,6.00,4.0,1,0,0,0,0,34,262,164,426
26,Arizona Cardinals,@SF,5.00,1.0,0,0,0,0,0,20,189,206,395
27,Cleveland Browns,@Bal,5.00,1.0,0,0,0,0,0,20,290,129,419
28,Miami Dolphins,NYJ,3.00,1.0,0,0,1,0,0,37,390,104,494
29,Tennessee Titans,Ind,2.00,1.0,0,0,0,0,0,27,314,64,378
30,Washington Redskins,Dal,2.00,0.0,1,0,0,0,0,44,299,174,473
31,Atlanta Falcons,Car,1.00,1.0,0,0,0,0,0,34,112,194,306
